NIK,Jenis Pekerjaan,Jumlah Penghasilan,Jumlah Tanggungan,Kondisi Rumah,Kepemilikan Rumah,Jaringan Listrik,Sumber Air,Umur,Ranking,Status kelayakan
1234561034770167,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,821",Layak
1234561034770168,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Sewa,Air Sumur,>=35 s/d <=50,"0,825",Layak
1234561034770169,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Sewa,PDAM,>=35 s/d <=50,"0,8125",Layak
1234561034770170,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,8085",Layak
1234561034770171,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,829",Layak
1234561034770172,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,804",Layak
1234561034770173,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Sewa,Air Sungai ,>=35 s/d <=50,"0,8125",Layak
1234561034770174,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,8165",Layak
1234561034770175,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Tidak Ada,PDAM,>=35 s/d <=50,"0,804",Layak
1234561034770176,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,796",Tidak Layak
1234561034770177,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Sewa,Air Sumur,>=35 s/d <=50,"0,8",Layak
1234561034770178,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Sewa,PDAM,>=35 s/d <=50,"0,7875",Tidak Layak
1234561034770179,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,7835",Tidak Layak
1234561034770180,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Milik Sendiri,PDAM,>=35 s/d <=50,"0,771",Tidak Layak
1234561034770181,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Milik Sendiri,PDAM,>=35 s/d <=50,"0,796",Tidak Layak
1234561034770182,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Milik Sendiri,PDAM,>=35 s/d <=50,"0,746",Tidak Layak
1234561034770183,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,7915",Tidak Layak
1234561034770184,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Tidak Ada,PDAM,>=35 s/d <=50,"0,779",Tidak Layak
1234561034770185,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Sewa,Air Sungai ,>=35 s/d <=50,"0,7875",Tidak Layak
1234561034770186,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,771",Tidak Layak
1234561034770187,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Sewa,Air Sumur,>=35 s/d <=50,"0,775",Tidak Layak
1234561034770188,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Sewa,PDAM,>=35 s/d <=50,"0,7625",Tidak Layak
1234561034770189,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,8085",Layak
1234561034770190,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Tidak Ada,Air Sungai ,>50,"0,9165",Layak
1234561034770191,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Tidak Ada,Air Sumur,>50,"0,904",Layak
1234561034770192,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Tidak Ada,PDAM,>50,"0,8915",Layak
1234561034770193,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Sewa,Air Sungai ,>50,"0,9",Layak
1234561034770194,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Milik Sendiri,Air Sungai ,>50,"0,8835",Layak
1234561034770195,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Sewa,Air Sumur,>50,"0,8875",Layak
1234561034770196,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Sewa,PDAM,>50,"0,875",Layak
1234561034770197,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Milik Sendiri,Air Sumur,>50,"0,871",Layak
1234561034770198,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Tidak Ada,Air Sungai ,>50,"0,8915",Layak
1234561034770199,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Tidak Ada,Air Sungai ,>50,"0,8665",Layak
1234561034770200,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Sewa,Air Sungai ,>50,"0,875",Layak
1234561034770201,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Tidak Ada,Air Sumur,>50,"0,879",Layak
1234561034770202,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Tidak Ada,PDAM,>50,"0,8665",Layak
1234561034770203,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Milik Sendiri,Air Sungai ,>50,"0,8585",Layak
1234561034770204,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Sewa,Air Sumur,>50,"0,8625",Layak
1234561034770205,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Sewa,PDAM,>50,"0,85",Layak
1234561034770206,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Milik Sendiri,Air Sumur,>50,"0,846",Layak
1234561034770207,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Sewa,Milik Sendiri,PDAM,>50,"0,8335",Layak
1234561034770208,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Milik Sendiri,PDAM,>50,"0,8585",Layak
1234561034770209,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Milik Sendiri,PDAM,>50,"0,8085",Layak
1234561034770210,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Tidak Ada,Air Sumur,>50,"0,854",Layak
1234561034770211,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Tidak Ada,PDAM,>50,"0,8415",Layak
1234561034770212,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Sewa,Air Sungai ,>50,"0,85",Layak
1234561034770213,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Milik Sendiri,Air Sungai ,>50,"0,8335",Layak
1234561034770214,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Sewa,Air Sumur,>50,"0,8375",Layak
1234561034770215,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Milik Sendiri,Sewa,PDAM,>50,"0,825",Layak
1234561034770216,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Cukup,Numpang,Milik Sendiri,Air Sumur,>50,"0,871",Layak
1234561034770217,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,Air Sungai ,<25,"0,704",Tidak Layak
1234561034770218,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,Air Sumur,<25,"0,6915",Tidak Layak
1234561034770219,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,PDAM,<25,"0,679",Tidak Layak
1234561034770220,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,Air Sungai ,<25,"0,6875",Tidak Layak
1234561034770221,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sungai ,<25,"0,671",Tidak Layak
1234561034770222,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,Air Sumur,<25,"0,675",Tidak Layak
1234561034770223,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,PDAM,<25,"0,6625",Tidak Layak
1234561034770224,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sumur,<25,"0,6585",Tidak Layak
1234561034770225,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,Air Sungai ,<25,"0,679",Tidak Layak
1234561034770226,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,<25,"0,654",Tidak Layak
1234561034770227,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,Air Sungai ,<25,"0,6625",Tidak Layak
1234561034770228,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,Air Sumur,<25,"0,6665",Tidak Layak
1234561034770229,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,PDAM,<25,"0,654",Tidak Layak
1234561034770230,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,Air Sungai ,<25,"0,646",Tidak Layak
1234561034770231,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,Air Sumur,<25,"0,65",Tidak Layak
1234561034770232,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,PDAM,<25,"0,6375",Tidak Layak
1234561034770233,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,Air Sumur,<25,"0,6335",Tidak Layak
1234561034770234,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,PDAM,<25,"0,621",Tidak Layak
1234561034770235,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,PDAM,<25,"0,646",Tidak Layak
1234561034770236,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Milik Sendiri,PDAM,<25,"0,596",Tidak Layak
1234561034770237,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,Air Sumur,<25,"0,6415",Tidak Layak
1234561034770238,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,PDAM,<25,"0,629",Tidak Layak
1234561034770239,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,Air Sungai ,<25,"0,6375",Tidak Layak
1234561034770240,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,<25,"0,621",Tidak Layak
1234561034770241,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,Air Sumur,<25,"0,625",Tidak Layak
1234561034770242,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,PDAM,<25,"0,6125",Tidak Layak
1234561034770243,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sumur,<25,"0,6585",Tidak Layak
1234561034770244,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,7665",Tidak Layak
1234561034770245,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,Air Sumur,>=25 s/d <35,"0,754",Tidak Layak
1234561034770246,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,PDAM,>=25 s/d <35,"0,7415",Tidak Layak
1234561034770247,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,Air Sungai ,>=25 s/d <35,"0,75",Tidak Layak
1234561034770248,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,7335",Tidak Layak
1234561034770249,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,Air Sumur,>=25 s/d <35,"0,7375",Tidak Layak
1234561034770250,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,PDAM,>=25 s/d <35,"0,725",Tidak Layak
1234561034770251,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,721",Tidak Layak
1234561034770252,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,7415",Tidak Layak
1234561034770253,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,7165",Tidak Layak
1234561034770254,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,Air Sungai ,>=25 s/d <35,"0,725",Tidak Layak
1234561034770255,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,Air Sumur,>=25 s/d <35,"0,729",Tidak Layak
1234561034770256,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,PDAM,>=25 s/d <35,"0,7165",Tidak Layak
1234561034770257,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,7085",Tidak Layak
1234561034770258,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,Air Sumur,>=25 s/d <35,"0,7125",Tidak Layak
1234561034770259,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,PDAM,>=25 s/d <35,"0,7",Tidak Layak
1234561034770260,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,696",Tidak Layak
1234561034770261,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,PDAM,>=25 s/d <35,"0,6835",Tidak Layak
1234561034770262,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,PDAM,>=25 s/d <35,"0,7085",Tidak Layak
1234561034770263,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Milik Sendiri,PDAM,>=25 s/d <35,"0,6585",Tidak Layak
1234561034770264,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,Air Sumur,>=25 s/d <35,"0,704",Tidak Layak
1234561034770265,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,PDAM,>=25 s/d <35,"0,6915",Tidak Layak
1234561034770266,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,Air Sungai ,>=25 s/d <35,"0,7",Tidak Layak
1234561034770267,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,6835",Tidak Layak
1234561034770268,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,Air Sumur,>=25 s/d <35,"0,6875",Tidak Layak
1234561034770269,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,PDAM,>=25 s/d <35,"0,675",Tidak Layak
1234561034770270,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,721",Tidak Layak
1234561034770271,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,829",Layak
1234561034770272,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,8165",Layak
1234561034770273,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,PDAM,>=35 s/d <=50,"0,804",Layak
1234561034770274,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,Air Sungai ,>=35 s/d <=50,"0,8125",Layak
1234561034770275,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,796",Tidak Layak
1234561034770276,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,Air Sumur,>=35 s/d <=50,"0,8",Layak
1234561034770277,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,PDAM,>=35 s/d <=50,"0,7875",Tidak Layak
1234561034770278,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,7835",Tidak Layak
1234561034770279,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,804",Layak
1234561034770280,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,779",Tidak Layak
1234561034770281,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,Air Sungai ,>=35 s/d <=50,"0,7875",Tidak Layak
1234561034770282,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,7915",Tidak Layak
1234561034770283,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,PDAM,>=35 s/d <=50,"0,779",Tidak Layak
1234561034770284,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,771",Tidak Layak
1234561034770285,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,Air Sumur,>=35 s/d <=50,"0,775",Tidak Layak
1234561034770286,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,PDAM,>=35 s/d <=50,"0,7625",Tidak Layak
1234561034770287,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,7585",Tidak Layak
1234561034770288,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,PDAM,>=35 s/d <=50,"0,746",Tidak Layak
1234561034770289,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,PDAM,>=35 s/d <=50,"0,771",Tidak Layak
1234561034770290,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Milik Sendiri,PDAM,>=35 s/d <=50,"0,721",Tidak Layak
1234561034770291,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,7665",Tidak Layak
1234561034770292,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,PDAM,>=35 s/d <=50,"0,754",Tidak Layak
1234561034770293,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,Air Sungai ,>=35 s/d <=50,"0,7625",Tidak Layak
1234561034770294,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,746",Tidak Layak
1234561034770295,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,Air Sumur,>=35 s/d <=50,"0,75",Tidak Layak
1234561034770296,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,PDAM,>=35 s/d <=50,"0,7375",Tidak Layak
1234561034770297,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,7835",Tidak Layak
1234561034770298,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,Air Sungai ,>50,"0,8915",Layak
1234561034770299,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,Air Sumur,>50,"0,879",Layak
1234561034770300,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Tidak Ada,PDAM,>50,"0,8665",Layak
1234561034770301,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,Air Sungai ,>50,"0,875",Layak
1234561034770302,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sungai ,>50,"0,8585",Layak
1234561034770303,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,Air Sumur,>50,"0,8625",Layak
1234561034770304,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Sewa,PDAM,>50,"0,85",Layak
1234561034770305,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sumur,>50,"0,846",Layak
1234561034770306,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,Air Sungai ,>50,"0,8665",Layak
1234561034770307,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,>50,"0,8415",Layak
1234561034770308,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,Air Sungai ,>50,"0,85",Layak
1234561034770309,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,Air Sumur,>50,"0,854",Layak
1234561034770310,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Tidak Ada,PDAM,>50,"0,8415",Layak
1234561034770311,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,Air Sungai ,>50,"0,8335",Layak
1234561034770312,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,Air Sumur,>50,"0,8375",Layak
1234561034770313,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Sewa,PDAM,>50,"0,825",Layak
1234561034770314,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,Air Sumur,>50,"0,821",Layak
1234561034770315,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Sewa,Milik Sendiri,PDAM,>50,"0,8085",Layak
1234561034770316,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,PDAM,>50,"0,8335",Layak
1234561034770317,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Milik Sendiri,PDAM,>50,"0,7835",Tidak Layak
1234561034770318,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,Air Sumur,>50,"0,829",Layak
1234561034770319,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Tidak Ada,PDAM,>50,"0,8165",Layak
1234561034770320,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,Air Sungai ,>50,"0,825",Layak
1234561034770321,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,>50,"0,8085",Layak
1234561034770322,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,Air Sumur,>50,"0,8125",Layak
1234561034770323,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Milik Sendiri,Sewa,PDAM,>50,"0,8",Layak
1234561034770324,Belum/Tidak bekerja,<500.000,1 atau tidak memiliki anak,Baik,Numpang,Milik Sendiri,Air Sumur,>50,"0,846",Layak
1234561034770325,Belum/Tidak bekerja,<500.000,2,Rusak,Numpang,Tidak Ada,Air Sungai ,<25,"0,779",Tidak Layak
1234561034770326,Belum/Tidak bekerja,<500.000,2,Rusak,Numpang,Tidak Ada,Air Sumur,<25,"0,7665",Tidak Layak
1234561034770327,Belum/Tidak bekerja,<500.000,2,Rusak,Numpang,Tidak Ada,PDAM,<25,"0,754",Tidak Layak
1234561034770328,Belum/Tidak bekerja,<500.000,2,Rusak,Numpang,Sewa,Air Sungai ,<25,"0,7625",Tidak Layak
1234561034770329,Belum/Tidak bekerja,<500.000,2,Rusak,Numpang,Milik Sendiri,Air Sungai ,<25,"0,746",Tidak Layak
1234561034770330,Belum/Tidak bekerja,<500.000,2,Rusak,Numpang,Sewa,Air Sumur,<25,"0,75",Tidak Layak
1234561034770331,Belum/Tidak bekerja,<500.000,2,Rusak,Numpang,Sewa,PDAM,<25,"0,7375",Tidak Layak
1234561034770332,Belum/Tidak bekerja,<500.000,2,Rusak,Numpang,Milik Sendiri,Air Sumur,<25,"0,7335",Tidak Layak
1234561034770333,Belum/Tidak bekerja,<500.000,2,Rusak,Sewa,Tidak Ada,Air Sungai ,<25,"0,754",Tidak Layak
1234561034770334,Belum/Tidak bekerja,<500.000,2,Rusak,Milik Sendiri,Tidak Ada,Air Sungai ,<25,"0,729",Tidak Layak
1234561034770335,Belum/Tidak bekerja,<500.000,2,Rusak,Sewa,Sewa,Air Sungai ,<25,"0,7375",Tidak Layak
1234561034770336,Belum/Tidak bekerja,<500.000,2,Rusak,Sewa,Tidak Ada,Air Sumur,<25,"0,7415",Tidak Layak
1234561034770337,Belum/Tidak bekerja,<500.000,2,Rusak,Sewa,Tidak Ada,PDAM,<25,"0,729",Tidak Layak
